account_id,account_name,industry,region,segment,billing_country,account_status,is_churned,employee_band,owner_team,workspace_count,active_workspace_count,sandbox_workspace_count,primary_workspace_name,user_count,active_user_count,plan_name,plan_family,billing_cycle,support_tier,contracted_seats,discount_pct,latest_invoice_status,latest_payment_status,latest_invoice_date,latest_payment_date,latest_outstanding_amount_usd,has_past_due_invoice,latest_revenue_month,latest_recurring_revenue_usd,latest_one_time_revenue_usd,latest_total_revenue_usd,latest_collected_revenue_usd,latest_usage_date,latest_daily_active_users,latest_daily_projects_run,latest_daily_api_calls,avg_active_users_7d,avg_active_users_30d,total_projects_run_30d,total_api_calls_30d,peak_storage_gb_30d,lifetime_ticket_count,open_ticket_count,avg_csat_score,avg_first_response_minutes
A1045,Nova Holdings,manufacturing,NA,enterprise,CA,active,false,1000+,CSM-East,4,4,0,nova-core,14,14,Enterprise Annual,enterprise,annual,premium,17,5.0,paid,paid,2025-01-01,2025-01-10,0.0,false,2025-01-01,25650.0,0.0,25650.0,25650.0,2025-06-30,13,81,5167,0.0,10.6,2148,126398,70.5,5,0,4.2,179.4
A1048,Orchid Capital,financial_services,APAC,enterprise,NZ,active,false,5000+,CSM-APAC,3,3,0,orchid-core,17,14,Enterprise Annual,enterprise,annual,premium,18,10.0,paid,paid,2025-03-01,2025-03-07,0.0,false,2025-03-01,24300.0,0.0,26730.0,26730.0,2025-06-30,12,76,4053,0.0,11.433333333333334,1910,112002,57.2,4,3,4.0,200.5
A1090,Vertex Labs,energy,NA,smb,US,active,false,11-50,CSM-East,1,1,0,vertex-core,4,4,Starter Monthly,starter,monthly,standard,5,0.0,paid,paid,2025-06-01,2025-06-14,0.0,false,2025-06-01,500.0,0.0,500.0,500.0,2025-06-30,2,10,707,0.0,2.3,294,16801,23.7,2,1,4.0,96.5
A1019,Sierra Systems,education,APAC,smb,JP,active,false,51-200,CSM-APAC,2,2,1,sierra-core,4,3,Starter Monthly,starter,monthly,standard,5,20.0,paid,paid,2025-06-01,2025-06-11,0.0,false,2025-06-01,400.0,0.0,440.0,440.0,2025-06-30,1,10,451,0.0,1.4666666666666666,340,16856,19.2,1,1,,144.0
A1020,Pioneer Network,travel,EMEA,smb,FR,active,false,11-50,CSM-EMEA,1,1,0,pioneer-core,4,3,Growth Monthly,growth,monthly,priority,5,0.0,paid,paid,2025-06-01,2025-06-08,0.0,false,2025-06-01,1500.0,0.0,1800.0,1800.0,2025-06-30,3,13,677,0.0,1.7,255,14423,23.0,1,0,5.0,47.0
A1050,Cedar Energy,software,APAC,smb,JP,active,false,11-50,CSM-APAC,2,2,1,cedar-core,4,4,Starter Monthly,starter,monthly,standard,5,0.0,paid,paid,2025-06-01,2025-06-12,0.0,false,2025-06-01,500.0,0.0,550.0,550.0,2025-06-30,1,10,518,0.0,2.066666666666667,387,19633,21.0,1,1,,175.0
A1060,Cedar Foods,healthcare,NA,mid_market,CA,active,false,201-500,CSM-East,2,2,1,cedar-core,13,11,Growth Monthly,growth,monthly,priority,15,0.0,past_due,failed,2025-06-01,2025-06-22,1500.0,true,2025-06-01,1500.0,0.0,1500.0,0.0,2025-06-30,5,28,1881,0.0,6.2,891,49873,31.1,2,0,4.0,194.5
A1070,Helio Manufacturing,manufacturing,APAC,smb,NZ,active,false,11-50,CSM-APAC,1,1,0,helio-core,8,6,Starter Monthly,starter,monthly,standard,10,0.0,paid,paid,2025-06-01,2025-06-10,0.0,false,2025-06-01,500.0,0.0,550.0,550.0,2025-06-30,4,15,834,0.0,3.7333333333333334,424,24980,17.3,2,0,4.0,111.0
A1075,Cedar Labs,software,EMEA,smb,UK,active,false,11-50,CSM-EMEA,1,1,0,cedar-core,8,8,Starter Monthly,starter,monthly,standard,10,0.0,paid,paid,2025-06-01,2025-06-10,0.0,false,2025-06-01,500.0,0.0,600.0,600.0,2025-06-30,6,19,1340,0.0,4.9,520,31589,28.4,1,0,4.0,738.0
A1004,Silver Solutions,manufacturing,NA,enterprise,US,churned,true,5000+,CSM-East,2,0,1,silver-core,14,6,Starter Monthly,starter,monthly,standard,14,0.0,paid,paid,2025-05-01,2025-05-08,0.0,false,2025-05-01,500.0,0.0,500.0,500.0,,,,,0.0,0.0,0,0,0.0,7,1,3.5,210.0
A1029,Bright Labs,manufacturing,APAC,enterprise,NZ,churned,true,1000+,CSM-APAC,1,0,0,bright-core,17,3,Starter Monthly,starter,monthly,standard,17,5.0,paid,paid,2025-04-01,2025-04-13,0.0,false,2025-04-01,475.0,0.0,522.5,522.5,,,,,0.0,0.0,0,0,0.0,5,3,3.5,109.6
A1015,Delta Network,logistics,NA,smb,US,churned,true,51-200,CSM-East,2,0,1,delta-core,3,0,Growth Monthly,growth,monthly,priority,5,0.0,paid,paid,2025-04-01,2025-04-12,0.0,false,2025-04-01,1500.0,0.0,1500.0,1500.0,,,,,0.0,0.0,0,0,0.0,4,0,4.25,95.25
A1018,Harbor Manufacturing,media,EMEA,smb,UK,churned,true,11-50,CSM-EMEA,2,0,0,harbor-core,3,2,Starter Monthly,starter,monthly,standard,5,0.0,paid,paid,2025-04-01,2025-04-06,0.0,false,2025-04-01,500.0,0.0,600.0,600.0,,,,,0.0,0.0,0,0,0.0,3,0,3.0,454.3333333333333
A1036,Granite Holdings,education,NA,smb,US,churned,true,51-200,CSM-East,2,0,1,granite-core,3,0,Growth Monthly,growth,monthly,priority,5,20.0,paid,paid,2025-04-01,2025-04-12,0.0,false,2025-04-01,1200.0,0.0,1200.0,1200.0,,,,,0.0,0.0,0,0,0.0,3,0,4.666666666666667,172.66666666666666
A1014,Evergreen Global,retail,APAC,enterprise,SG,churned,true,1000+,CSM-APAC,1,0,0,evergreen-core,18,4,Growth Monthly,growth,monthly,priority,23,0.0,paid,paid,2025-04-01,2025-04-14,0.0,false,2025-04-01,1500.0,0.0,1635.0,1635.0,,,,,0.0,0.0,0,0,0.0,6,1,3.2,64.83333333333333
A1032,Vertex Works,manufacturing,EMEA,mid_market,DE,churned,true,201-500,CSM-EMEA,2,0,0,vertex-core,6,4,Growth Monthly,growth,monthly,priority,7,0.0,paid,paid,2025-04-01,2025-04-09,0.0,false,2025-04-01,1500.0,0.0,1800.0,1800.0,,,,,0.0,0.0,0,0,0.0,3,0,2.0,137.33333333333334
A1082,Summit Manufacturing,manufacturing,NA,mid_market,US,churned,true,501-1000,CSM-East,1,0,0,summit-core,7,2,Starter Monthly,starter,monthly,standard,9,0.0,paid,failed,2025-04-01,2025-04-15,0.0,false,2025-04-01,500.0,0.0,500.0,500.0,,,,,0.0,0.0,0,0,0.0,6,2,2.25,270.0
A1087,Apex Capital,energy,NA,enterprise,CA,churned,true,1000+,CSM-East,1,0,0,apex-core,9,4,Growth Monthly,growth,monthly,priority,12,0.0,paid,paid,2025-04-01,2025-04-14,0.0,false,2025-04-01,1500.0,0.0,1500.0,1500.0,,,,,0.0,0.0,0,0,0.0,7,1,4.333333333333333,174.85714285714286
